experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  prompt method: cot
  prompt structure: interleaved

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_2' | full: ['Analysis: The `cat_2` images depict people walking dogs outdoors on leashes, while `cat_1` images show people interacting with dogs in close proximity, such as holding, petting, or bathing them.\nRule: The presence of a person walking a dog on a leash outdoors.\nTest Image: A corgi dog sitting outdoors with people in the background.\nConclusion: cat_2']
157 | expected:'cat_1' | got='cat_2' | full: [' Analysis: The `cat_2` images show individuals holding or interacting with a frisbee in a manner that suggests they are about to throw it or have just thrown it. The `cat_1` images show individuals holding a frisbee but not in a position that suggests they are actively throwing it.\nRule: The distinguishing rule is whether the person is in the act of throwing a frisbee.\nTest Image: The test image shows a person in the act of throwing a frisbee.\nConclusion: cat_2']
158 | expected:'cat_2' | got='cat_2' | full: [' Analysis: The `cat_2` images all depict individuals in a relaxed, reclined position on a chair or similar seating, while `cat_1` images show individuals in various active or seated positions but not reclining.\nRule: Individuals are in a reclined position on a chair or similar seating.\nTest Image: A man is lying down on a reclining chair outdoors.\nConclusion: cat_2']
159 | expected:'cat_1' | got='cat_1' | full: [' Analysis: The `cat_2` images all depict individuals in a relaxed or resting position, either lying down or sitting in a casual manner. In contrast, the `cat_1` images show individuals engaged in activities that require them to be more active or in a standing position, or they are in a setting that suggests a formal or social gathering.\nRule: Individuals in `cat_2` are in a relaxed or resting position, while those in `cat_1` are engaged in active or social activities.\nTest Image: The test image shows two individuals standing and interacting, which suggests an active or social activity.\nConclusion: cat_1']
160 | expected:'cat_2' | got='cat_1' | full: [' Analysis: The `cat_2` images all feature apples that have been partially eaten or are in the process of being eaten, while the `cat_1` images show whole apples or people interacting with whole apples without any sign of them being eaten.\nRule: The presence of a partially eaten apple.\nTest Image: A person running on a track with no apples present.\nConclusion: cat_1']
161 | expected:'cat_1' | got='cat_2' | full: [' Analysis: The images in cat_2 all show apples that have been partially eaten or altered in some way, such as being bitten into, peeled, or cut. In contrast, the images in cat_1 show whole, untouched apples.\nRule: The apples in the images must be partially eaten or altered.\nTest Image: A person is peeling an apple.\nConclusion: cat_2']
162 | expected:'cat_2' | got='cat_2' | full: ['Analysis: The `cat_2` images all feature multiple people sitting together on a bench, while the `cat_1` images show either a single person or a person lying down on a bench.\nRule: Multiple people sitting together on a bench.\nTest Image: Three people sitting together on a green bench.\nConclusion: cat_2']
163 | expected:'cat_1' | got='cat_1' | full: ['Analysis: The `cat_2` images all feature at least two people interacting or sitting together on a bench, while `cat_1` images show individuals alone on a bench or in a similar setting.\nRule: The presence of at least two people interacting or sitting together on a bench.\nTest Image: A woman lying on a bench alone.\nConclusion: cat_1']
164 | expected:'cat_2' | got='cat_2' | full: [' Analysis: The `cat_2` images all depict a person shearing a sheep, while the `cat_1` images do not show sheep shearing and instead show various other activities involving sheep or unrelated scenes.\nRule: The presence of a person shearing a sheep.\nTest Image: A man is shearing a sheep in an outdoor setting.\nConclusion: cat_2']
165 | expected:'cat_1' | got='cat_1' | full: [' Analysis: The `cat_2` images all depict a person shearing a sheep, while the `cat_1` images do not show this activity. The `test image` shows a person interacting with a sheep but not shearing it.\nRule: The presence of a person shearing a sheep.\nTest Image: A person petting a sheep.\nConclusion: cat_1']
166 | expected:'cat_2' | got='cat_2' | full: [' Analysis: The `cat_2` images all depict individuals actively brushing their teeth, while the `cat_1` images show people holding toothbrushes but not brushing their teeth or engaging in other activities unrelated to brushing.\nRule: Individuals are actively brushing their teeth.\nTest Image: A young child is holding a toothbrush in their mouth, appearing to brush their teeth.\nConclusion: cat_2']
167 | expected:'cat_1' | got='cat_2' | full: [' Analysis: The `cat_2` images all depict individuals actively brushing their teeth, while the `cat_1` images show people holding toothbrushes but not brushing their teeth or engaging in other activities unrelated to brushing.\nRule: Individuals are actively brushing their teeth.\nTest Image: A woman is actively brushing her teeth with a green toothbrush.\nConclusion: cat_2']
168 | expected:'cat_2' | got='cat_2' | full: [' Analysis: The `cat_2` images all feature individuals reclining in lounge chairs or similar seating, often in outdoor or relaxed settings. The `cat_1` images do not feature individuals in lounge chairs but instead show people in various other seating arrangements or standing.\nRule: Individuals are reclining in lounge chairs.\nTest Image: People are sitting on lounge chairs on a beach under an umbrella.\nConclusion: cat_2']
169 | expected:'cat_1' | got='cat_1' | full: [' Analysis: The `cat_2` images all feature individuals reclining in lounge chairs or similar seating designed for relaxation, while `cat_1` images show people in various settings but not specifically in lounge chairs for relaxation. The test image shows people seated at tables with chairs, not in lounge chairs.\nRule: Individuals are reclining in lounge chairs designed for relaxation.\nTest Image: People seated at tables with chairs, not in lounge chairs.\nConclusion: cat_1']
170 | expected:'cat_2' | got='cat_2' | full: [" Analysis: The `cat_2` images all depict the act of shearing sheep, where individuals are actively removing wool from the sheep's body. The `cat_1` images show people interacting with sheep in various ways, but not shearing them. The test image shows a person shearing a sheep, which aligns with the activity in `cat_2` images.\nRule: The presence of sheep shearing activity.\nTest Image: A person is shearing a sheep in a controlled environment with a crowd observing.\nConclusion: cat_2"]
171 | expected:'cat_1' | got='cat_1' | full: [' Analysis: The `cat_2` images all depict sheep being sheared, with people actively removing wool from the sheep. The `cat_1` images show people interacting with sheep in various ways, but no shearing is taking place. The test image shows a person petting a sheep, with no shearing activity.\nRule: The presence of sheep shearing activity.\nTest Image: A person petting a sheep with no shearing activity.\nConclusion: cat_1']
172 | expected:'cat_2' | got='cat_2' | full: [' Analysis: The `cat_2` images all depict the act of shearing sheep, where a person is actively removing wool from a sheep. The `cat_1` images do not show this activity; instead, they show people interacting with sheep in various other ways, such as petting or standing near them.\nRule: The presence of sheep shearing activity.\nTest Image: A person is shearing a sheep.\nConclusion: cat_2']
173 | expected:'cat_1' | got='cat_1' | full: [" Analysis: The `cat_2` images all depict the act of shearing sheep, with individuals actively removing wool from the sheep's body. The `cat_1` images do not show shearing; instead, they show people interacting with sheep in various other ways, such as petting, holding, or standing near them.\nRule: The presence of sheep shearing activity.\nTest Image: The test image shows a sheep being led by a person in a parade-like setting, with no shearing activity taking place.\nConclusion: cat_1"]
