experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  prompt method: cot
  prompt structure: labeled

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The cat_2 images all show people walking dogs on leashes. The cat_1 images show people holding or interacting closely with dogs, often in a more intimate or caregiving manner (e.g., bathing, cuddling, examining).\nRule: The presence of a leash connecting a person to a dog.\nTest Image: The test image shows a dog sitting and looking at the camera, wearing a collar but not connected to a leash.\nConclusion: cat_1']'
163 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The cat_2 images all depict two or more people interacting on a bench, often looking at or near each other. The cat_1 images depict a single person lying or sitting alone on a bench, often appearing to be resting or sleeping.\nRule: The presence of two or more people interacting on the bench.\nTest Image: The test image shows a single person lying on a bench.\nConclusion: cat_1']'
164 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The cat_2 images all depict a person shearing a sheep that is suspended or held in a specific position for shearing, often on a platform or with assistance. The cat_1 images show sheep in a pen or field, or a wider scene of sheep shearing without the focused, individual sheep being held for the process.\nRule: The images in cat_2 show a sheep being actively sheared while being held or suspended in a specific position for shearing.\nTest Image: The test image shows a person shearing a sheep lying on a white sheet.\nConclusion: cat_2']'
165 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The cat_2 images all depict a person shearing a sheep. The cat_1 images show sheep in a field or pen, without anyone actively shearing them.\nRule: The presence of a person actively shearing a sheep.\nTest Image: The test image shows a person petting a sheep, not shearing it.\nConclusion: cat_1']'
166 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The cat_2 images all show people looking directly at the camera while brushing their teeth. The cat_1 images show people looking away from the camera while brushing their teeth or show multiple people.\nRule: The person in the image is looking directly at the camera while brushing their teeth.\nTest Image: The test image shows a baby looking directly at the camera while brushing their teeth.\nConclusion: cat_2']'
167 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The cat_2 images all feature a person looking directly at the camera while brushing their teeth. The cat_1 images show people brushing their teeth but not looking directly at the camera.\nRule: The person in the image is looking directly at the camera while brushing their teeth.\nTest Image: The person in the test image is looking directly at the camera while brushing their teeth.\nConclusion: cat_2']'
168 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The cat_2 images all feature a person reclining in a chair, often outdoors, and appear to be in a relaxed or leisure setting. The cat_1 images show people in more crowded or public settings, often with more activity happening around them, and the chairs are part of a procession or are arranged in a more formal manner.\nRule: The presence of a single person relaxing in a chair in an open, relatively uncluttered space defines cat_2.\nTest Image: The test image shows people on a beach, with one person reclining in a chair under a beach umbrella. There are other people around, but the focus is on the individual relaxing.\nConclusion: cat_2']'
169 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The cat_2 images all feature people reclining in chairs, often outdoors, and appear to be in a relaxed or leisure setting. The cat_1 images show people seated in chairs, but in more active or public settings, such as a parade or near a food stall.\nRule: Cat_2 images show people reclining in chairs in a relaxed setting, while cat_1 images show people seated in chairs in a more active or public setting.\nTest Image: The test image shows people seated at tables and chairs near a food stall.\nConclusion: cat_1']'
170 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The cat_2 images all depict a person shearing a sheep with electric clippers. The cat_1 images show people interacting with sheep in various ways, but not actively shearing them with clippers.\nRule: The presence of a person using electric clippers to shear a sheep.\nTest Image: The test image shows a person using electric clippers to shear a sheep.\nConclusion: cat_2']'
171 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The cat_2 images depict people shearing sheep, with the sheep lying on their side and being actively shorn. The cat_1 images show people interacting with sheep in a more casual setting, such as feeding or standing near them, without the shearing process occurring.\nRule: The presence of sheep shearing.\nTest Image: The test image shows a woman interacting with a sheep, but no shearing is taking place.\nConclusion: cat_1']'
172 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The cat_2 images depict a person shearing a sheep, with the sheep lying on its side. The cat_1 images show people interacting with sheep that are standing.\nRule: The sheep in cat_2 images are lying down, while the sheep in cat_1 images are standing.\nTest Image: The test image shows a person shearing a sheep that is lying on its side.\nConclusion: cat_2']'
173 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The cat_2 images depict a person shearing a sheep, with the sheep lying down. The cat_1 images show people standing around sheep, but not actively shearing them.\nRule: The presence of a person actively shearing a sheep while the sheep is lying down.\nTest Image: The test image shows people walking with a sheep, but no shearing is taking place.\nConclusion: cat_1']'
174 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The cat_2 images all depict sheep being shorn, typically on a raised platform or with shearing equipment visible. The people are actively shearing the sheep. The cat_1 images show people holding or interacting with sheep in a more casual manner, often carrying them or standing amongst a flock, without the clear indication of shearing taking place.\nRule: The presence of active sheep shearing.\nTest Image: The test image shows a person actively shearing a sheep on the ground, with shearing equipment visible.\nConclusion: cat_2']'
175 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The cat_2 images depict sheep being shorn, with people actively shearing the wool off the sheep. The cat_1 images show people interacting with sheep in other ways - carrying, feeding, or herding them, but not actively shearing.\nRule: The presence or absence of sheep shearing.\nTest Image: The test image shows people touching and interacting with sheep, but no shearing is taking place.\nConclusion: cat_1']'
176 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The cat_2 images depict a person shearing a sheep, with the sheep lying down on a platform or the ground. The cat_1 images show sheep being led or handled in a show ring, or being carried, but not actively being shorn.\nRule: The presence of sheep shearing.\nTest Image: The test image shows a person shearing a sheep with electric clippers.\nConclusion: cat_2']'
177 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The cat_2 images all depict a person shearing a sheep. The cat_1 images show sheep being led, carried, or in a pen, but not actively being shorn.\nRule: The presence of a person actively shearing a sheep.\nTest Image: The test image shows a person standing in a field with a herd of sheep in the background, but no shearing is taking place.\nConclusion: cat_1']'
178 | expected:'cat_2' | got='cat_2 | full: ["Analysis: The cat_2 images show a hand using a computer mouse, with the hand appearing to be actively engaged with the mouse (e.g., fingers curved around it, poised to click). The cat_1 images show a hand holding a mouse, but not actively using it - the hand is posed or the mouse is being held in a way that doesn't suggest immediate interaction with a computer.\nRule: The images in cat_2 show a hand actively using a computer mouse, while cat_1 images show a hand simply holding a mouse.\nTest Image: The test image shows a hand actively using a computer mouse.\nConclusion: cat_2"]'
