experiment run details:
  dataset: hoi
  path: /gpfs/mariana/home/envomp/bongard/big_hake/
  prompt method: cot
  prompt structure: interleaved

---------------------------------------
  test split name: test_seen_obj_seen_act
---------------------------------------

0 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The common rule for the `cat_2` images is that they all feature people walking dogs on leashes.\nRule: Images with people walking dogs on leashes belong to the `cat_2` category.\nTest Image: The test image shows a dog sitting on the ground with a person holding its leash.\nConclusion: cat_1']'
143 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people eating apples. The `cat_1` images do not depict people eating apples.\nRule: Images showing people eating apples belong to the `cat_2` category.\nTest Image: The test image shows a woman eating an apple.\nConclusion: cat_2']'
144 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The first six images all depict people shearing sheep. The remaining six images depict different activities, such as children watching, or people interacting with sheep in various settings.\nRule: All images show people shearing sheep.\nTest Image: The test image shows people shearing sheep.\nConclusion: cat_2']'
145 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The first six images all depict people shearing sheep. The common element is the activity of shearing sheep.\nRule: Images showing people shearing sheep belong to category `cat_2`.\nTest Image: The test image shows a boy leading goats.\nConclusion: cat_1']'
146 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people sitting on benches in urban or outdoor settings, often with other people nearby. The focus is on social interaction and everyday scenes. The `cat_1` images show various subjects and settings, lacking the consistent theme of people on benches.\nRule: People sitting on benches in public spaces.\nTest Image: People sitting on a bench in a mountainous landscape.\nConclusion: cat_2']'
147 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people sitting on benches.\nRule: All images show people sitting on a bench.\nTest Image: A man sitting on a bench.\nConclusion: cat_2']'
148 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all feature people (adults and children) holding or eating apples.\nRule: All images in the set contain people holding or eating apples.\nTest Image: The test image shows two children holding apples.\nConclusion: cat_2']'
149 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people eating or preparing apples.\nRule: The images show people consuming or handling apples.\nTest Image: The test image shows a person peeling an apple.\nConclusion: cat_2']'
150 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people holding or eating apples. The `cat_1` images do not depict apples.\nRule: Images containing people holding or eating apples belong to `cat_2`.\nTest Image: The test image shows a child holding an apple.\nConclusion: cat_2']'
151 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images all feature people holding or interacting with apples. The `cat_1` images do not feature apples.\nRule: Images containing apples.\nTest Image: The test image shows a woman in a grocery store holding an apple.\nConclusion: cat_2']'
152 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people sitting on benches.\nRule: All images show people sitting on benches.\nTest Image: The test image shows people sitting on benches.\nConclusion: cat_2']'
153 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people sitting on benches.\nRule: All images show people sitting on benches.\nTest Image: The test image shows a child sitting on a bench.\nConclusion: cat_2']'
154 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all show hands holding computer mice. The `cat_1` images show various other objects and people, but none of them involve a hand holding a mouse.\nRule: All images must show a hand holding a computer mouse.\nTest Image: A hand holding a computer mouse.\nConclusion: cat_2']'
155 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images all show hands holding or interacting with a computer mouse. The `cat_1` images show various other activities involving hands and computers, but without a prominent mouse.\nRule: The common rule is that all images feature a hand holding or interacting with a computer mouse.\nTest Image: The test image shows a hand holding a computer mouse.\nConclusion: cat_2']'
156 | expected:'cat_2' | got='cat_1 | full: ['Analysis: The `cat_2` images all depict people playing disc golf in outdoor settings, specifically on grassy fields or lawns. The frisbee is consistently thrown in an arc, aiming for a target (like a basket).\nRule: Images showing disc golf in outdoor, grassy environments with an arcing throw towards a target.\nTest Image: The test image shows a person playing disc golf in a wooded area. The frisbee is thrown in an arc, but the setting is a forest path, which is different from the grassy fields in the other images.\nConclusion: cat_1']'
157 | expected:'cat_1' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people playing disc golf (also known as frisbee golf). The `cat_1` images show various other activities, such as basketball, general outdoor activities, and casual play.\nRule: All images show people playing disc golf.\nTest Image: The test image shows a person playing disc golf.\nConclusion: cat_2']'
158 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all feature people sitting or reclining in armchairs or similar seating arrangements, often with a relaxed posture and a blurred background suggesting an indoor setting. The `cat_1` images show people in various postures – standing, walking, or sitting in different types of chairs – and often have a clearer, more defined background.\n\nRule: People sitting or reclining in armchairs or similar seating arrangements with a blurred background.\n\nTest Image: A man is reclining on a lounge chair outdoors.\n\nConclusion: cat_2']'
159 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images all feature people sitting in armchairs or similar seating arrangements, often with a relaxed posture and a blurred background suggesting an indoor setting. The `cat_1` images show people in various positions – standing, walking, or in more active settings.\n\nRule: People sitting in armchairs or similar seating arrangements with a relaxed posture and a blurred background.\n\nTest Image: The test image shows two men shaking hands while standing outdoors. There is no seating arrangement, and the posture is active.\n\nConclusion: cat_1']'
160 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The common rule among the first six images (cat_2) is that they all depict people holding or interacting with apples.\nRule: All images in the cat_2 group feature a person holding or actively engaging with an apple.\nTest Image: The test image shows a woman running with an apple in her hand.\nConclusion: cat_2']'
161 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images all depict people holding or eating apples. The `cat_1` images do not show apples.\nRule: Images featuring people holding or eating apples.\nTest Image: A man is peeling an apple.\nConclusion: cat_1']'
162 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The common rule among the `cat_2` images is that they all depict people sitting on benches.\nRule: All images in the `cat_2` set feature people seated on benches.\nTest Image: The test image shows three people sitting on a bench.\nConclusion: cat_2']'
163 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The common rule among the `cat_2` images is that they all depict two people sitting on a bench.\nRule: All images show two people sitting on a bench.\nTest Image: The test image shows one person lying on a bench.\nConclusion: cat_1']'
164 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people shearing sheep. The `cat_1` images show various other activities, including people working with dogs, and general outdoor scenes.\nRule: Images showing people shearing sheep.\nTest Image: The test image shows a person shearing a sheep.\nConclusion: cat_2']'
165 | expected:'cat_1' | got='cat_1 | full: ['Analysis: The `cat_2` images all depict people shearing sheep. The `cat_1` images show various other activities involving sheep, such as petting, observing, or handling them in different contexts.\nRule: Images showing people shearing sheep.\nTest Image: A woman is petting a sheep.\nConclusion: cat_1']'
166 | expected:'cat_2' | got='cat_2 | full: ['Analysis: The `cat_2` images all depict people (adults and children) brushing their teeth. The `cat_1` images do not depict this activity.\nRule: Images showing people brushing their teeth.\nTest Image: A baby holding a toothbrush.\nConclusion: cat_2']'
